batch	timestamp/colllection_interval	acc_x 	acc_y	acc_z	rot_x	rot_y 	rot_z	lat	long	GPS_speed_kmph	GPS_speed_mps	GPS_altitude_km	GPS_altitude_m	GPS_data_time	GPS_hdop_acc	GPS_n_of_satellite	anomaly	speed_level_on_encounter
21	4539	0.29	-0.55	2.35	-0.04	-0.83	0.19	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4544	0.8	-0.32	-0.35	-0.01	-0.75	0.25	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4549	0.91	-0.79	-0.85	-0.06	-0.17	0.24	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:-0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4553	2.86	-0.43	-0.62	-0.05	0.49	0.18	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4557	1.23	-0.58	4.07	-0.14	1.51	0.16	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4561	-16.47	-0.1	31.96	-0.37	1.21	0.08	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4565	-0.04	1.56	16.91	0.14	-2.76	0.11	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4569	-1.09	-2.88	10.92	-0.34	-0.44	0.05	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4573	1.54	-1.52	11	0.08	0.22	0.15	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
21	4577	-1.76	-3.28	11.57	-0.06	1.21	0.14	7.531634	5.220751	30.52096	8.478045	0.3875	387.5	01/26/2025 15:20:36:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	184	-0.86	-1.13	8.58	-0.04	-0.37	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	188	-0.26	-0.39	6	0.03	-0.07	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	193	-0.96	-0.17	6.02	-0.01	-0.12	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	197	-0.37	-0.29	6.13	0.01	0.37	0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	202	-0.28	-0.71	7.03	-0.02	0.32	0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	206	-3.93	-0.65	14.11	-0.1	0.12	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	210	1.8	0.62	10.5	0	-0.27	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	214	-1.08	0.15	11.04	-0.13	-0.05	-0.04	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	218	0.94	0.72	9.55	-0.14	0.03	-0.08	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	222	0.94	-0.62	8.68	-0.19	-0.15	-0.11	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	226	1.88	-0.33	11.9	-0.14	0.6	-0.09	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	230	-0.59	-2.37	11.8	-0.06	-0.53	-0.04	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	234	-0.48	-1.28	11.66	-0.02	0.51	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	238	-0.46	-0.75	9.79	0.06	-0.36	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	242	-0.94	-0.44	10.48	0	0.36	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	246	0.3	-0.69	7.86	0.01	-0.24	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	250	-0.6	-0.21	9.49	-0.04	0.26	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	254	0.99	-0.29	7.58	-0.05	-0.01	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	258	-0.89	0.02	8.98	-0.07	0.2	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	262	0.03	0.15	10.06	-0.07	0.31	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	266	-0.45	-0.54	10.14	-0.08	-0.2	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	270	-0.29	-0.2	10.81	-0.07	0.32	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	274	-0.07	-0.15	10.14	-0.05	0.05	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	279	-1.64	0.17	11.41	-0.05	0.1	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	283	-0.28	-0.37	9.09	-0.08	0.07	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	288	-0.84	-0.74	9.9	-0.08	0.11	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	292	-0.78	-1.23	9.61	-0.08	0.1	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	296	-1.44	-0.85	10.83	-0.08	0.11	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	300	-1.71	-1.02	11.13	-0.11	0.08	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	304	-1.23	-0.59	10.82	-0.04	0.01	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	309	-1.06	-0.32	10.7	-0.05	0	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	313	-1.71	-0.64	10.83	-0.05	0.03	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	317	-2.12	-0.86	10.87	-0.05	0.08	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	321	-0.26	-1.1	9.91	-0.01	0.06	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	325	0.54	-0.57	10.1	-0.03	0	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	330	0.66	0.11	9.53	-0.06	-0.02	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	334	0.29	-0.13	8.69	-0.13	0.03	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	338	-4.25	-0.39	15.14	-0.19	0.51	-0.06	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	342	-0.08	-1.53	11.82	-0.03	-0.25	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	346	-1.88	-1.65	12.79	-0.05	-0.07	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	350	-2.16	-1.18	11.96	0.02	0.26	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	354	-2.37	-0.51	10.99	0.02	0.1	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	359	-1.3	-0.94	9.69	0	-0.02	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	363	-0.56	-1.31	9.79	-0.02	-0.05	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	367	0.41	-1.64	8.58	-0.03	-0.01	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	371	-0.58	-0.66	10.96	-0.05	0.14	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	375	-0.29	-0.96	11.12	-0.08	-0.12	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	380	-1.43	-0.8	12.3	-0.11	-0.01	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	384	-0.82	-1.15	11.85	-0.09	0.04	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	389	-0.32	-0.88	11.6	-0.03	-0.01	0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	393	-1.05	-0.85	12.08	-0.04	0.11	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	397	-0.83	-1.19	11.14	0.01	-0.04	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	401	-1.01	-0.9	11.23	-0.03	-0.03	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	406	-3	-1.5	12.37	-0.04	0.07	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	410	-3.4	-1.88	12.39	0	0.1	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	414	-1.75	-2.6	10.67	0.03	-0.05	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	418	-1.32	-2.4	10.17	0.08	-0.16	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	422	-1.69	-1.82	10.47	0.06	0.03	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	426	-0.94	-1.32	9.54	0.05	0	0	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	431	-0.46	-0.78	9.32	-0.01	-0.13	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	435	-0.21	-0.73	8.34	-0.06	-0.03	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	439	-4.48	-0.77	15.02	-0.14	0.21	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	444	-0.08	-1.06	11.59	0.04	-0.28	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	448	-2.18	-0.96	13.13	-0.05	-0.15	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	453	-2.7	-1.24	13.06	0.02	0.14	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	457	-1.08	-0.85	11.56	0.06	-0.06	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	461	0.73	-0.84	10.62	0.08	0.03	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	466	-0.36	-0.63	12.29	0.05	-0.13	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:1.695733	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	470	-1.57	-0.69	12.88	-0.01	-0.03	-0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:1.695733	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	474	-0.39	-1.06	11.63	0	-0.08	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	478	-1.26	-1.44	11.13	-0.02	-0.1	-0.03	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	482	-1.62	-1.98	10.66	0.04	-0.27	-0.02	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	487	-1.49	-1.83	10.67	0.09	-0.05	0.01	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	491	-0.27	-2.03	8.47	0.11	-0.06	0.05	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	495	-1.44	-1.29	8.82	0.12	-0.01	0.06	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	500	-2.26	-1.29	9	0.08	-0.06	0.05	7.531568	5.220784	28.76156	7.989322	0.3879	387.899994	01/26/2025 15:20:37:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	504	-2.18	-1.16	9.36	0.06	-0.11	0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	508	-0.36	-0.67	8.6	0.02	-0.16	0	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	512	0.11	-0.42	9.29	-0.03	-0.1	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	516	-1.29	-0.45	12.52	-0.07	0.15	-0.03	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	521	0.76	-0.88	10.8	0	-0.38	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	525	-0.26	-0.29	11.46	-0.04	-0.14	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	529	2.79	-0.24	9.6	0.07	-0.07	0	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	533	-0.96	-0.32	12.94	0.03	-0.27	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	537	-2.75	-0.25	13.76	0.02	0.2	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	542	-0.99	-1	11.71	0.05	-0.08	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	546	-1.43	-1.97	10.52	0.05	-0.13	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:1.695831	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	550	-0.94	-2.15	9.39	0.08	-0.17	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	555	-0.59	-1.37	10.31	0.11	-0.15	0	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	559	0.26	-0.11	9.09	0.04	-0.37	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	563	0.98	0.96	8.98	0.02	-0.44	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	567	1.95	1.02	7.13	-0.11	-0.48	-0.03	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	571	2.69	0.68	5.94	-0.07	-0.15	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	575	1.9	0.65	6.72	-0.06	0.16	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	580	-2.82	1.47	15.54	-0.03	0.92	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	584	-1.68	-0.03	12.6	0.14	-1.24	0	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	588	-1.73	-0.24	10.97	-0.12	0.41	-0.04	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	593	-0.24	-0.29	8.41	0.12	-0.37	0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	597	-1.18	-0.51	9.21	-0.04	0.1	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	602	1.11	0.02	7.24	0.04	-0.08	0	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:-0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	607	-0.47	-0.67	7.93	-0.05	0.04	-0.01	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	611	-3.31	-0.24	12.7	-0.12	0.5	-0.02	7.531507	5.220815	26.92808	7.480022	0.3879	387.899994	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	616	0.3	-0.49	9.06	-0.01	-0.61	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.88	9	CRACKED/CORRUGATED	AVERAGE
22	620	-1.48	-0.59	10.44	-0.1	0.25	-0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	624	0.76	-0.11	7.69	-0.01	-0.16	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	629	-1.57	-0.14	9.13	-0.07	0.03	-0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	634	0.58	0.08	7.62	0	0.11	0	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	638	-0.61	-0.42	9.11	-0.03	-0.01	-0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	642	-0.86	-0.38	9.51	0.02	0	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	647	-0.67	0.05	9.36	-0.01	-0.02	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	651	-0.52	0.03	10.15	-0.02	-0.04	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	656	0.51	0.12	10.12	-0.04	-0.04	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	660	0.4	-0.22	10.57	-0.08	-0.02	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	664	0.87	-0.02	10.39	-0.05	-0.06	0.02	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	668	0.46	-0.18	10.24	-0.09	-0.16	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:-0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	673	-0.02	-0.32	9.01	-0.04	-0.16	0.02	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:-0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	677	-0.55	-0.21	7.8	-0.04	-0.19	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:-0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	681	-1.09	-0.26	7.37	0.02	-0.08	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:-0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	686	-0.32	-0.59	6.67	0.02	-0.05	0.01	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
22	691	-0.5	-0.52	6.97	0.06	0.1	0.02	7.531507	5.220815	26.92808	7.480022	0.3877	387.700012	01/26/2025 15:20:38:0.000000	0.84	1	CRACKED/CORRUGATED	AVERAGE
