batch,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,speed,timestamp,latitude,longitude,accuracy,date_time,anomaly,speed_level
61,-0.81,-0.75,8.25,-0.06,-0.01,-0.03,9.980222,2016,7.329868,5.246501,0.83,07/19/2025 14:50:38:1.770893,pothole_severe,AVERAGE
61,1.75,1.42,8.56,0.03,0.03,-0.03,9.980222,2040,7.329868,5.246501,0.83,07/19/2025 14:50:38:-0.000000,pothole_severe,AVERAGE
61,-1.4,-2.7,11.94,-0.05,-0.12,-0.03,9.980222,2064,7.329868,5.246501,0.83,07/19/2025 14:50:38:1.000214,pothole_severe,AVERAGE
61,2.86,-2.54,3.23,0.1,0.02,-0.01,9.980222,2088,7.329868,5.246501,0.83,07/19/2025 14:50:38:-0.000000,pothole_severe,AVERAGE
61,-3.19,-0.92,20.67,0.03,-0.08,-0.03,9.980222,2112,7.329868,5.246501,0.83,07/19/2025 14:50:38:-0.000000,pothole_severe,AVERAGE
61,0.16,3.57,8.47,0.15,-0.12,0.02,9.980222,2136,7.329868,5.246501,0.83,07/19/2025 14:50:38:-0.000000,pothole_severe,AVERAGE
61,0.57,-0.25,6.71,0.04,-0.21,-0.01,9.604678,2160,7.329927,5.246565,0.83,07/19/2025 14:50:39:0.000000,pothole_severe,AVERAGE
61,2.84,-3.61,5.51,0.03,-0.3,-0.04,9.604678,2184,7.329927,5.246565,0.83,07/19/2025 14:50:39:-0.000000,pothole_severe,AVERAGE
61,1.09,0.57,7.68,0.06,-0.21,-0.01,9.604678,2208,7.329927,5.246565,0.83,07/19/2025 14:50:39:0.000000,pothole_severe,AVERAGE
61,2.53,-2.12,12.87,0.31,-0.07,0.03,9.604678,2232,7.329927,5.246565,0.9,07/19/2025 14:50:39:1.000214,pothole_severe,AVERAGE
61,0.22,1.05,7.4,0.08,-0.04,-0.07,9.604678,2256,7.329927,5.246565,0.9,07/19/2025 14:50:39:-0.000000,pothole_severe,AVERAGE
61,2.26,-2.03,9.8,-0.07,-0.08,-0.02,9.604678,2280,7.329927,5.246565,0.9,07/19/2025 14:50:39:-0.000000,pothole_severe,AVERAGE
61,-0.19,-2.37,5.69,0.17,0.2,0,9.604678,2304,7.329927,5.246565,0.9,07/19/2025 14:50:39:-0.000000,pothole_severe,AVERAGE
61,1.81,-1.09,8.11,0.1,0.11,0.01,9.604678,2328,7.329927,5.246565,0.9,07/19/2025 14:50:39:0.000000,pothole_severe,AVERAGE
61,-1.32,1.03,12.69,-0.05,0.09,-0.05,9.604678,2352,7.329927,5.246565,0.9,07/19/2025 14:50:39:1.770893,pothole_severe,AVERAGE
61,3.62,-0.67,4.83,0.13,0.23,0.02,9.604678,2376,7.329927,5.246565,0.9,07/19/2025 14:50:39:-0.000000,pothole_severe,AVERAGE
62,-0.92,2.32,12.91,-0.02,0.04,0.1,9.877334,0,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.28,1.25,8.94,-0.08,-0.02,0.12,9.877334,24,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-1.27,1.46,11.42,-0.1,-0.06,0.12,9.877334,48,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,0.39,2.75,10.88,-0.1,-0.16,0.13,9.877334,72,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,0.23,-0.34,10.29,-0.04,-0.11,0.15,9.877334,96,7.330147,5.24683,0.83,07/19/2025 14:50:43:0.000000,pothole_severe,AVERAGE
62,0.11,-0.46,6.78,-0.05,-0.09,0.15,9.877334,120,7.330147,5.24683,0.83,07/19/2025 14:50:43:1.770893,pothole_severe,AVERAGE
62,0.3,-0.45,7.42,0,-0.07,0.13,9.877334,144,7.330147,5.24683,0.83,07/19/2025 14:50:43:1.000214,pothole_severe,AVERAGE
62,-0.02,-0.56,6.2,0.03,-0.11,0.13,9.877334,168,7.330147,5.24683,0.83,07/19/2025 14:50:43:0.000000,pothole_severe,AVERAGE
62,1.9,0.76,6.32,0.1,0.01,0.14,9.877334,192,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-1.72,-0.12,14.1,0.14,0.05,0.14,9.877334,216,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,0.33,0.64,9.83,0.12,0.14,0.12,9.877334,240,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.48,0.13,12.77,0.05,0.08,0.12,9.877334,264,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,1.28,2.7,12.08,0.02,0.04,0.13,9.877334,288,7.330147,5.24683,0.83,07/19/2025 14:50:43:1.000214,pothole_severe,AVERAGE
62,0.05,1.42,13.94,-0.05,0.11,0.13,9.877334,312,7.330147,5.24683,0.83,07/19/2025 14:50:43:0.000000,pothole_severe,AVERAGE
62,-0.73,-0.2,10.81,-0.09,0,0.13,9.877334,336,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,0.06,0.3,8.45,-0.01,-0.09,0.16,9.877334,360,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.16,1.43,9.94,-0.02,-0.18,0.18,9.877334,384,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.89,1.64,10.23,-0.01,0,0.2,9.877334,408,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.91,1.25,10.59,-0.05,-0.06,0.19,9.877334,432,7.330147,5.24683,0.83,07/19/2025 14:50:43:1.770893,pothole_severe,AVERAGE
62,-1.46,-0.42,9.39,-0.11,-0.08,0.17,9.877334,456,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-0.58,-1.69,9.14,0.01,-0.07,0.16,9.877334,480,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,1.14,-0.77,10.65,0.12,-0.09,0.14,9.877334,504,7.330147,5.24683,0.83,07/19/2025 14:50:43:-0.000000,pothole_severe,AVERAGE
62,-1.62,0.3,13.11,0.19,-0.19,0.14,9.877334,528,7.330147,5.24683,0.83,07/19/2025 14:50:43:1.770893,pothole_severe,AVERAGE
62,0.17,-0.37,12.89,0.15,-0.12,0.11,9.702422,552,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.84,0.8,10.5,0.17,-0.17,0.15,9.702422,576,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.6,0.54,10.27,0.12,-0.1,0.13,9.702422,600,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.000214,pothole_severe,AVERAGE
62,0.48,2.31,8.06,0.16,-0.14,0.18,9.702422,624,7.330203,5.2469,0.83,07/19/2025 14:50:44:0.000000,pothole_severe,AVERAGE
62,0.76,2.11,11.78,0.02,-0.09,0.12,9.702422,648,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.39,0.07,7.61,-0.03,-0.09,0.15,9.702422,672,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.000214,pothole_severe,AVERAGE
62,0,0.28,10.28,-0.13,-0.08,0.14,9.702422,696,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.41,-0.56,8.6,-0.05,0,0.15,9.702422,720,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.73,-1.95,4.89,-0.05,-0.07,0.15,9.702422,744,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.24,-0.98,5.98,0.08,-0.02,0.12,9.702422,768,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.73,-0.93,6.55,0.23,0.07,0.16,9.702422,792,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-0.94,-0.51,9.25,0.24,0.24,0.13,9.702422,816,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,2.73,0.47,7.12,0.2,0.11,0.11,9.702422,840,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.000214,pothole_severe,AVERAGE
62,-0.17,-0.17,6.93,0.12,0.1,0.09,9.702422,864,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.07,-0.4,6.96,0.17,0.12,0.09,9.702422,888,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-0.03,0.54,10.36,0.18,0.09,0.1,9.702422,912,7.330203,5.2469,0.83,07/19/2025 14:50:44:0.000000,pothole_severe,AVERAGE
62,-1.83,0.82,11.77,0.22,0.2,0.12,9.702422,936,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-1.87,2.09,15.45,0.12,0.11,0.14,9.702422,960,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.770893,pothole_severe,AVERAGE
62,-1.79,1.19,13.17,0.06,-0.06,0.13,9.702422,984,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-1.85,0.62,10.97,-0.01,-0.06,0.14,9.702422,1008,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.770893,pothole_severe,AVERAGE
62,-0.1,1.94,8.46,0.11,-0.22,0.19,9.702422,1032,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-0.67,0.09,9.07,0.05,-0.18,0.17,9.702422,1056,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.79,-1.08,6.17,0.09,-0.12,0.19,9.702422,1080,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.2,-0.37,8.19,0.09,-0.07,0.17,9.702422,1104,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,3.01,-0.55,6.88,0.19,-0.16,0.19,9.702422,1128,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.770893,pothole_severe,AVERAGE
62,-0.8,1.08,12.29,0.2,-0.06,0.17,9.702422,1152,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,2.4,1.83,6.01,0.14,-0.25,0.21,9.702422,1176,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.23,0.98,10.56,0.13,-0.1,0.15,9.702422,1200,7.330203,5.2469,0.83,07/19/2025 14:50:44:1.000214,pothole_severe,AVERAGE
62,1.55,2.04,9.86,0.16,0,0.13,9.702422,1224,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,2.04,2.26,9.22,0.14,0.11,0.1,9.702422,1248,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,3.35,1.45,8.26,0.05,0.02,0.1,9.702422,1272,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-0.45,-0.36,13.25,-0.03,0.06,0.1,9.702422,1296,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,1.18,0.89,9.56,0.04,0.24,0.11,9.702422,1320,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-1.07,-0.55,9.83,0.01,-0.16,0.07,9.702422,1344,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,-2.41,-1.01,13.35,0.05,0.14,0.09,9.702422,1368,7.330203,5.2469,0.83,07/19/2025 14:50:44:-0.000000,pothole_severe,AVERAGE
62,0.32,0.16,8.83,0.01,-0.01,0.06,9.5378,1392,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,0.67,0.41,7.58,0.03,0.03,0.05,9.5378,1416,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.000214,pothole_severe,AVERAGE
62,0.88,-1.35,8.67,0.06,-0.01,0.07,9.5378,1440,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.24,0,11.46,0.02,0.02,0.05,9.5378,1464,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.97,-1.03,5.01,0.15,0.17,0.08,9.5378,1488,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.000214,pothole_severe,AVERAGE
62,0.89,-0.99,5.66,0.16,0.17,0.02,9.5378,1512,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-1.38,-0.92,10.38,0.17,0.13,0.02,9.5378,1536,7.330265,5.246961,0.83,07/19/2025 14:50:45:0.000000,pothole_severe,AVERAGE
62,0.39,-1.03,7.14,0.18,0.2,-0.02,9.5378,1560,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-0.4,-1.96,10.78,0.09,-0.01,-0.01,9.5378,1584,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.14,-0.45,11.41,0.21,0.25,0.01,9.5378,1608,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,4.08,-1.24,6.97,0.17,0.06,-0.01,9.5378,1632,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.770893,pothole_severe,AVERAGE
62,1.46,-1.67,7.06,0.3,0.05,0.01,9.5378,1656,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-0.95,1.06,11.11,0.13,-0.07,0,9.5378,1680,7.330265,5.246961,0.83,07/19/2025 14:50:45:0.000000,pothole_severe,AVERAGE
62,-0.02,0.23,13.05,0.14,0.01,-0.02,9.5378,1704,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.770893,pothole_severe,AVERAGE
62,0.27,0.3,9.11,0.21,0.02,0.02,9.5378,1728,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.01,-0.66,9.22,0.1,-0.21,0.03,9.5378,1752,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-0.28,-0.33,8.5,0.19,0,0.05,9.5378,1776,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.06,-0.63,6.84,0.16,-0.13,0.04,9.5378,1800,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.12,0.6,8.96,0.11,0.01,0.02,9.5378,1824,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.770893,pothole_severe,AVERAGE
62,3.04,0.49,8.25,0.13,-0.07,0.04,9.5378,1848,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.55,-0.06,9.05,0.11,0,0,9.5378,1872,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,2.79,-1.21,5.95,0.15,-0.07,0.03,9.5378,1896,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-0.36,-0.07,12.04,0.14,0.09,-0.01,9.5378,1920,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,2.25,3.59,8.16,0.23,0.11,0.01,9.5378,1944,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,0.4,1.11,9.01,-0.08,0.09,-0.02,9.5378,1968,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,0.66,0.95,9.37,-0.14,-0.08,-0.03,9.5378,1992,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,2.07,-0.31,10.76,-0.04,0.01,-0.02,9.5378,2016,7.330265,5.246961,0.83,07/19/2025 14:50:45:1.770893,pothole_severe,AVERAGE
62,1.2,0.29,8.7,-0.04,0.11,-0.03,9.5378,2040,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-0.79,0.51,14.33,-0.05,-0.05,-0.03,9.5378,2064,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-1.16,-0.65,13.5,-0.1,-0.08,-0.04,9.5378,2088,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.07,-0.89,7.54,-0.07,-0.01,-0.02,9.5378,2112,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,0.97,-0.97,8.67,-0.11,-0.11,-0.05,9.5378,2136,7.330265,5.246961,0.83,07/19/2025 14:50:45:0.000000,pothole_severe,AVERAGE
62,1.3,-1.26,3.81,0.03,-0.16,-0.05,9.5378,2160,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.46,-2.82,9.46,0,-0.18,-0.05,9.5378,2184,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,-1.55,1.53,12.55,0.13,-0.01,-0.07,9.5378,2208,7.330265,5.246961,0.83,07/19/2025 14:50:45:-0.000000,pothole_severe,AVERAGE
62,1.76,1.85,9.83,0.05,-0.06,-0.05,9.620111,2232,7.330329,5.247018,0.83,07/19/2025 14:50:46:-0.000000,pothole_severe,AVERAGE
62,1.89,1.99,9.38,0.01,-0.03,-0.03,9.620111,2256,7.330329,5.247018,0.83,07/19/2025 14:50:46:-0.000000,pothole_severe,AVERAGE
62,2.32,-1.32,5.84,-0.09,-0.28,-0.05,9.620111,2280,7.330329,5.247018,0.83,07/19/2025 14:50:46:-0.000000,pothole_severe,AVERAGE
62,-3.11,-0.31,15.01,-0.16,0.01,-0.05,9.620111,2304,7.330329,5.247018,0.83,07/19/2025 14:50:46:0.000000,pothole_severe,AVERAGE
62,-1.03,-0.86,9.88,-0.1,0.03,-0.05,9.620111,2328,7.330329,5.247018,0.83,07/19/2025 14:50:46:-0.000000,pothole_severe,AVERAGE
62,3.79,-0.08,8.84,-0.08,-0.18,-0.07,9.620111,2352,7.330329,5.247018,0.83,07/19/2025 14:50:46:0.000000,pothole_severe,AVERAGE
62,-1.25,-2.65,9.43,0.06,0.16,-0.03,9.620111,2376,7.330329,5.247018,0.83,07/19/2025 14:50:46:-0.000000,pothole_severe,AVERAGE
63,-0.44,1.09,12.56,0.18,0.01,-0.1,5.6949,0,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,1.95,-0.65,5.84,0.18,0.02,-0.12,5.6949,24,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,0.65,-0.86,8.88,0.12,-0.18,-0.1,5.6949,48,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,0.31,-0.62,8.45,0.21,-0.09,-0.13,5.6949,72,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.000214,pothole_severe,AVERAGE
63,0.28,-0.37,9.36,0.19,-0.15,-0.09,5.6949,96,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,-0.44,-1.8,9.97,0.11,-0.15,-0.13,5.6949,120,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.000214,pothole_severe,AVERAGE
63,1.61,0.75,9.26,0.14,-0.11,-0.11,5.6949,144,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.770893,pothole_severe,AVERAGE
63,1.27,-0.32,9.2,0.13,-0.11,-0.11,5.6949,168,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,-0.95,0.28,8.94,0.1,-0.03,-0.14,5.6949,192,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.770893,pothole_severe,AVERAGE
63,2.74,-0.23,8.6,0.12,-0.05,-0.13,5.6949,216,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.000214,pothole_severe,AVERAGE
63,0.04,-0.44,8.82,0.12,0.04,-0.15,5.6949,240,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.000214,pothole_severe,AVERAGE
63,1.58,-0.54,8.01,0.14,0.01,-0.14,5.6949,264,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.770893,pothole_severe,AVERAGE
63,0.22,0.74,10.85,0.1,0.05,-0.15,5.6949,288,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,-0.05,-0.68,10.28,0.11,0.07,-0.13,5.6949,312,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,-0.32,0.62,10.81,0.05,0.02,-0.13,5.6949,336,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,1.2,0.43,7.65,0.08,0.05,-0.12,5.6949,360,7.330562,5.247263,0.83,07/19/2025 14:50:51:0.000000,pothole_severe,AVERAGE
63,-0.59,-0.4,11.01,-0.09,-0.06,-0.14,5.6949,384,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,0.72,-0.04,9.11,-0.01,-0.01,-0.12,5.6949,408,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,-0.3,-0.68,9.72,0.03,0.07,-0.11,5.6949,432,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.770893,pothole_severe,AVERAGE
63,0.37,0.79,9,0.04,0,-0.1,5.6949,456,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.000214,pothole_severe,AVERAGE
63,-1.01,1.62,11.87,-0.02,0.03,-0.11,5.6949,480,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,1.98,1.3,9.18,-0.02,-0.12,-0.09,5.6949,504,7.330562,5.247263,0.83,07/19/2025 14:50:51:1.770893,pothole_severe,AVERAGE
63,-0.59,-1.39,8.99,-0.03,0.03,-0.08,5.6949,528,7.330562,5.247263,0.83,07/19/2025 14:50:51:-0.000000,pothole_severe,AVERAGE
63,0.93,0.33,9.76,0.03,0.05,-0.07,5.864666,552,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-0.3,0.95,8.79,-0.01,0,-0.08,5.864666,576,7.330589,5.247309,0.83,07/19/2025 14:50:52:0.000000,pothole_severe,AVERAGE
63,2.43,-0.28,7.83,-0.02,-0.1,-0.06,5.864666,600,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-1.64,1.47,10.06,-0.07,-0.09,-0.07,5.864666,624,7.330589,5.247309,0.83,07/19/2025 14:50:52:0.000000,pothole_severe,AVERAGE
63,0.95,0.5,10.14,-0.17,-0.02,-0.09,5.864666,648,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.54,1.56,7.78,-0.17,-0.07,-0.06,5.864666,672,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.36,1.72,9.27,-0.3,-0.06,-0.08,5.864666,696,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.65,0.19,7.36,-0.23,-0.06,-0.07,5.864666,720,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-0.03,-1.17,9.21,-0.12,0.1,-0.06,5.864666,744,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.78,-0.7,10.2,-0.08,-0.09,-0.06,5.864666,768,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-0.04,-1.52,10.61,-0.11,-0.16,-0.07,5.864666,792,7.330589,5.247309,0.83,07/19/2025 14:50:52:0.000000,pothole_severe,AVERAGE
63,-1.5,-1.39,12.3,-0.09,-0.08,-0.08,5.864666,816,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.59,-0.57,11.81,0.02,-0.02,-0.06,5.864666,840,7.330589,5.247309,0.83,07/19/2025 14:50:52:1.770893,pothole_severe,AVERAGE
63,0.2,0.53,10.99,0.08,0.07,-0.1,5.864666,864,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,1.63,1.84,9.55,-0.05,-0.05,-0.07,5.864666,888,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,2.31,-0.94,8.37,-0.21,0.02,-0.09,5.864666,912,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,1.78,1.8,5.4,-0.26,-0.05,-0.06,5.864666,936,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.8,1.41,8.03,-0.41,-0.06,-0.05,5.864666,960,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-0.15,2.01,9.04,-0.33,0.14,-0.02,5.864666,984,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,2.27,-0.23,6.24,-0.34,0.19,-0.01,5.864666,1008,7.330589,5.247309,0.83,07/19/2025 14:50:52:1.770893,pothole_severe,AVERAGE
63,-1.92,0,9.25,-0.21,0.17,0.01,5.864666,1032,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,2.66,-4.84,5.32,-0.15,0.41,0,5.864666,1056,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.55,-1.97,6.83,-0.06,0.16,-0.01,5.864666,1080,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,-1.32,-1.11,13.1,-0.04,0.06,-0.01,5.864666,1104,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.36,-1.75,10.21,-0.01,0.03,-0.01,5.864666,1128,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.25,-1.82,9.34,0.07,-0.02,0.01,5.864666,1152,7.330589,5.247309,0.83,07/19/2025 14:50:52:1.770893,pothole_severe,AVERAGE
63,-0.59,-1.22,9.81,0.11,0.08,0.01,5.864666,1176,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.61,-2.3,9.24,0.15,0.03,0.03,5.864666,1200,7.330589,5.247309,0.83,07/19/2025 14:50:52:-0.000000,pothole_severe,AVERAGE
63,0.71,-1.92,10.14,0.22,0.02,0.04,5.864666,1224,7.330589,5.247309,0.83,07/19/2025 14:50:52:1.770893,pothole_severe,AVERAGE
63,0.05,-0.45,9.92,0.2,-0.05,0.05,5.864666,1248,7.330589,5.247309,0.83,07/19/2025 14:50:52:1.000214,pothole_severe,AVERAGE
