id,batch_id,speed,latitude,longitude,accuracy,timestamp,log_interval,acc_x_corrected,acc_y_corrected,acc_z_corrected,rot_x_corrected,rot_y_corrected,rot_z_corrected,batch,acc_x_global,acc_y_global,acc_z_global
4266,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.404341,124,0.66,-0.56,9.96,-0.0,0.02,0.01,inference,0.23753028974121476,-0.13552734560846524,9.993798662172846
4267,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.423827,125,0.68,-0.53,10.0,0.01,0.02,0.01,inference,0.25140624360383235,-0.10206006201049245,10.033428060459666
4268,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.463580,126,0.67,-0.53,10.01,-0.0,0.02,0.01,inference,0.23694389857548204,-0.0991075688957509,10.04310386676925
4269,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.489283,127,0.66,-0.53,10.0,0.01,0.02,0.01,inference,0.22340637449393452,-0.09791911705712542,10.032796292078809
4270,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.516379,128,0.66,-0.52,9.99,0.01,0.02,0.01,inference,0.21966031606499614,-0.08683955539298904,10.022490121579835
4271,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.543620,129,0.65,-0.55,10.0,0.01,0.02,0.01,inference,0.20585655618827592,-0.11421988329387517,10.033422990013658
4272,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.575493,130,0.67,-0.56,10.0,0.01,0.02,0.01,inference,0.2222248787897172,-0.12167854355274549,10.03485477898339
4273,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.641312,131,0.65,-0.55,10.0,-0.0,0.02,0.01,inference,0.19840814046473698,-0.10866640764262042,10.033634726341566
4274,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.697223,132,0.64,-0.56,10.0,-0.0,0.02,0.01,inference,0.18500061850228122,-0.11518140414957051,10.033728520111152
4275,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.725877,133,0.65,-0.54,9.96,-0.0,0.02,0.01,inference,0.19274372175959448,-0.09381362790992587,9.993485320994907
4276,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.748603,134,0.67,-0.53,10.0,-0.0,0.02,0.01,inference,0.20663904349953255,-0.07931595055929958,10.03398272301126
4277,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.773734,135,0.66,-0.53,9.99,0.01,0.02,0.01,inference,0.1930676041426398,-0.07832616163582135,10.023631573069416
4278,0,0.895133,7.297506,5.13279,0.88,2025-06-27 13:04:31.800414,136,0.68,-0.55,10.0,-0.0,0.02,0.01,inference,0.20885541501672283,-0.09473896310381269,10.035551999989249
