batch,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,GPS_calc_speed,timestamp,latitude,longitude,accuracy,date_time,anomaly,speed_level
1,0.36,-0.5,10.57,0.03,0.01,-0.02,0,1,0,0,2.94,07/06/2025 15:12:50:3.117733,smooth,AVERAGE
1,1.59,-0.34,12.11,0.06,0.12,-0.02,0,2,0,0,2.94,07/06/2025 15:12:50:-0.000000,smooth,AVERAGE
1,1.58,0.46,9.57,-0.01,0.07,0.01,0,3,0,0,2.94,07/06/2025 15:12:50:-0.000000,smooth,AVERAGE
1,1.87,-0.96,10.04,0.04,-0.01,0.01,0,4,0,0,2.94,07/06/2025 15:12:51:-0.000000,smooth,AVERAGE
1,2.37,-0.09,8.4,0.03,-0.03,0.01,0,5,0,0,2.94,07/06/2025 15:12:51:-0.000000,smooth,AVERAGE
1,2.32,0.38,9.55,0.03,-0.01,0.01,0,6,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.46,-1.31,9.81,-0.03,-0.06,-0.01,0,7,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.17,1.07,8.86,0.06,-0.1,0.01,0,8,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.52,-0.74,9.26,0,0.01,0,0,9,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.28,-0.82,8.71,0.05,-0.06,0,0,10,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.55,0.7,9.9,0.07,0.07,0,0,11,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.24,-1.7,9.26,-0.02,0.03,0.01,0,12,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.66,-0.17,8.98,0.05,-0.14,0.02,0,13,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.37,0.3,9.15,0.05,0.07,-0.02,0,14,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.69,-1.21,9.52,0.06,-0.07,0.01,0,15,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.52,1.26,9.53,0.06,-0.03,-0.02,0,16,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.4,-0.76,9.79,0.07,0.04,-0.01,0,17,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,4.03,-0.72,7.44,0.02,-0.18,0.02,0,18,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.3,0.24,9.55,0.08,-0.05,-0.05,0,19,0,0,2.94,07/06/2025 15:12:51:-0.000000,smooth,AVERAGE
1,2.49,-1.47,7.9,0.04,-0.12,0,0,20,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.42,0.81,9.31,0.13,-0.05,0,0,21,0,0,2.94,07/06/2025 15:12:51:-0.000000,smooth,AVERAGE
1,2.5,-0.41,10.5,0.02,-0.07,0,0,22,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.76,-1.16,7.24,0.05,-0.13,0.01,0,23,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.54,1.22,11.1,0.06,-0.04,0,0,24,0,0,2.94,07/06/2025 15:12:51:1.770885,smooth,AVERAGE
1,1.94,-1.97,7.79,0.04,-0.03,-0.01,0,25,0,0,2.94,07/06/2025 15:12:51:-0.000000,smooth,AVERAGE
1,2.04,1.04,9.56,0.11,-0.05,0,0,26,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.67,0.18,10.3,0.1,0.08,-0.03,0,27,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,3.16,-0.17,8.9,0.06,-0.1,0.01,0,28,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.36,-0.12,8.43,0.06,0,-0.04,0,29,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.27,-0.62,9.93,0.04,0.04,-0.01,0,30,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.36,0.31,8.84,0.07,0.04,0.01,0,31,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.37,-0.48,9.98,0.08,-0.06,0.01,0,32,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,3.01,0.1,10.08,0.04,-0.03,-0.01,0,33,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.78,0.53,9.34,0.04,-0.05,0.02,0,34,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.23,-0.51,8.28,0.03,-0.11,-0.01,0,35,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,0.88,0.17,9.71,0.06,0.06,0,0,36,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.62,-0.24,10.1,0.06,-0.03,0.01,0,37,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.5,0.32,9.78,0.06,0.01,0,0,38,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.92,0.77,8.87,0.04,-0.01,0,0,39,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,3.29,-0.45,10.18,0.05,0.02,0.01,0,40,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.19,0.9,9.37,0.03,-0.01,0.01,0,41,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.07,-0.18,9.32,0.04,0.04,-0.01,0,42,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,2.31,0.44,9.86,0.03,-0.06,0.01,0,43,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.85,0.01,8.86,0.04,-0.03,0,0,44,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,1.88,0.21,9.19,0.03,-0.06,0,0,45,0,0,2.94,07/06/2025 15:12:51:0.000000,smooth,AVERAGE
1,3.03,0.25,7.42,0.04,-0.12,0.01,0,46,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,1.87,-0.73,10.21,0,-0.1,-0.01,0,47,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,2.33,0.25,8.59,0.02,-0.04,-0.01,0,48,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.54,-0.01,9.65,0.02,0.05,-0.01,0,49,0,0,2.94,07/06/2025 15:12:52:1.770885,smooth,AVERAGE
1,2.45,-0.5,9.78,0.01,-0.05,0,0,50,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.81,0.74,8.83,0.02,-0.04,0,0,51,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,2.93,-0.2,8.59,0.03,0,0.01,0,52,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.36,0.55,9.11,0.01,-0.04,0.01,0,53,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,2.57,-0.68,9.6,0.01,0.02,0,0,54,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.7,-0.44,9.47,0.01,-0.01,-0.01,0,55,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.45,0.56,10.47,0.05,0.05,0,0,56,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,3.05,-0.32,9.02,0.05,-0.01,0,0,57,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.42,0,10.4,0.03,0.01,0,0,58,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.98,0.02,8.65,0.02,-0.07,-0.01,0,59,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.74,0.26,10.67,0.03,0,-0.01,0,60,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.56,0.17,8.4,0.02,-0.05,0.01,0,61,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.6,-0.68,9.77,0.03,0.02,-0.01,0,62,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.91,0.04,8.82,0.05,-0.1,0,0,63,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,1.25,-0.76,8.99,0.05,0,-0.01,0,64,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.89,0.45,10.15,0.07,-0.03,0,0,65,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,1.02,0.07,9.74,0.05,0.05,-0.02,0,66,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.35,-0.24,10.62,0.05,-0.01,0.01,0,67,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.41,0.35,9.09,0.03,-0.07,0,0,68,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.59,-0.08,11.03,0.02,-0.09,0,0,69,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.04,0.58,10.18,0.03,-0.07,-0.01,0,70,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.58,-0.61,9.42,0.03,-0.03,0,0,71,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.81,0.48,9.58,0.04,-0.1,0,0,72,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.6,-0.41,9.32,0.03,-0.05,0,0,73,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,1.85,-0.22,9.01,0.07,0.03,-0.01,0,74,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.53,-0.05,10.57,0.07,-0.04,0,0,75,0,0,2.94,07/06/2025 15:12:52:-0.000000,smooth,AVERAGE
1,3.4,-0.34,9.19,0.04,-0.09,0.01,0,76,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.44,0.34,7.01,0.08,-0.03,0,0,77,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1,-1.27,10.26,0.09,0.08,-0.03,0,78,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.97,0.65,9.31,0.05,-0.05,0,0,79,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.33,-0.65,8.95,0.03,0.06,0,0,80,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.35,0.09,11.48,0.04,-0.11,0,0,81,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,2.05,-0.04,10.54,0.03,0.02,0,0,82,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,0.68,-0.06,7.44,0.04,0.03,0,0,83,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.79,-0.47,10.49,0.03,-0.1,0,0,84,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,1.67,1.06,8.86,0.07,-0.05,0,0,85,0,0,2.94,07/06/2025 15:12:52:0.000000,smooth,AVERAGE
1,-0.02,-1.44,8.72,0.04,0.06,0,0,86,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-1.15,-1.6,7.28,0.13,0.06,-0.05,0,87,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-0.37,-1.02,13.28,0.04,-0.09,-0.02,0,88,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-1.07,-0.59,8.26,0.06,0.15,-0.03,0,89,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,1.39,1.21,8.89,0.08,-0.03,0.01,0,90,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,0.42,0.29,10.71,0.07,-0.02,-0.02,0,91,0,0,2.94,07/06/2025 15:12:53:-0.000000,smooth,AVERAGE
1,0.11,-0.48,10.12,0.06,-0.01,-0.03,0,92,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,0.07,-0.5,7.94,0.06,0.04,-0.02,0,93,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-0.49,0.59,10.52,0.06,0.02,-0.02,0,94,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,0.32,-1.05,10.51,0.04,0.02,-0.01,0,95,0,0,2.94,07/06/2025 15:12:53:-0.000000,smooth,AVERAGE
1,-1.34,-0.42,7.71,0.05,0.08,-0.02,0,96,0,0,2.94,07/06/2025 15:12:53:-0.000000,smooth,AVERAGE
1,-1.04,-0.32,10.92,0.02,0.02,-0.02,0,97,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-1.33,0.14,9.74,0.05,0.04,-0.01,0,98,0,0,2.94,07/06/2025 15:12:53:0.000000,smooth,AVERAGE
1,-0.58,-0.34,9.98,0.06,0.02,-0.02,0,99,0,0,2.94,07/06/2025 15:12:53:-0.000000,smooth,AVERAGE
2,0.16,-0.06,8.42,0.06,0.07,0,10.211722,0,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.39,0.71,9.36,0.05,-0.06,0.03,10.211722,1,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.68,-0.48,10.31,0.02,-0.05,0.02,10.211722,2,7.617871,5.209239,1.41,07/06/2025 15:13:34:1.770885,smooth,AVERAGE
2,-0.74,0.22,10.82,0.08,0.09,0.01,10.211722,3,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,2.05,0.02,10.79,0.02,0.02,0.03,10.211722,4,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.68,0.69,9.65,0.06,0.02,0.03,10.211722,5,7.617871,5.209239,1.41,07/06/2025 15:13:34:1.770885,smooth,AVERAGE
2,1.98,0.25,10.16,0.02,-0.08,0.04,10.211722,6,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.03,0.17,8.57,0.06,0.01,0.03,10.211722,7,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,1,-0.01,10.03,0.04,-0.07,0.03,10.211722,8,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,1.46,0.39,9.81,0.08,-0.01,0.03,10.211722,9,7.617871,5.209239,1.41,07/06/2025 15:13:34:1.770885,smooth,AVERAGE
2,0.2,0.01,10.47,0.03,0.06,0.01,10.211722,10,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.92,0.37,10.01,0.09,0.02,0.04,10.211722,11,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,1.11,-0.19,10.04,0.03,-0.03,0.03,10.211722,12,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.32,0.52,9.78,0.06,-0.02,0.02,10.211722,13,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,1.36,-0.31,9.95,0.03,-0.05,0.04,10.211722,14,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,-0.12,0.53,9.48,0.04,0.02,0.01,10.211722,15,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.26,-0.12,10.44,0.04,0.04,0.01,10.211722,16,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.89,0.56,9.75,0.04,0.03,0.03,10.211722,17,7.617871,5.209239,1.41,07/06/2025 15:13:34:1.770885,smooth,AVERAGE
2,0.45,0.16,8.28,0.04,0.02,0.02,10.211722,18,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,2.65,0.83,9.41,0.04,-0.04,0.04,10.211722,19,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.69,-0.12,8.67,0.03,0.03,0.03,10.211722,20,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.31,0.38,8.84,0.03,-0.05,0.04,10.211722,21,7.617871,5.209239,1.41,07/06/2025 15:13:34:1.770885,smooth,AVERAGE
2,0.24,0.16,11.84,0.03,0.01,0.02,10.211722,22,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.2,0.48,9.52,0.04,0.01,0.01,10.211722,23,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,0.53,0.24,10.31,0.04,0.04,0.01,10.211722,24,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,1.32,-0.38,9.9,0.03,0,0.02,10.211722,25,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.43,0.12,7.92,0.04,-0.05,0.04,10.211722,26,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,1.86,0.06,9.68,0.05,0,0.03,10.211722,27,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,0.69,-0.16,11.04,0.02,0.01,0.03,10.211722,28,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,0.47,0.41,9.76,0.03,-0.06,0.03,10.211722,29,7.617871,5.209239,1.41,07/06/2025 15:13:34:-0.000000,smooth,AVERAGE
2,0.39,0.25,11.96,0.02,0.06,0.02,10.211722,30,7.617871,5.209239,1.41,07/06/2025 15:13:34:0.000000,smooth,AVERAGE
2,0.16,-0.04,8.03,0.03,0.01,0.02,10.340333,31,7.617891,5.209148,1.41,07/06/2025 15:13:35:1.770885,smooth,AVERAGE
2,1.09,0.6,9.98,0.03,-0.08,0.03,10.340333,32,7.617891,5.209148,1.41,07/06/2025 15:13:35:3.117733,smooth,AVERAGE
2,-0.3,-0.2,9.4,0.07,0.02,0.02,10.340333,33,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.62,0.21,9.32,0.06,0.02,0.02,10.340333,34,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.12,0.37,8.79,0.06,-0.04,0.03,10.340333,35,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,0.87,0.59,10.36,0.06,-0.02,0.04,10.340333,36,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.13,0.21,7.64,0.01,-0.02,0.03,10.340333,37,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,0.32,-0.81,9.42,0.01,-0.02,0.03,10.340333,38,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.06,0.08,8.73,0.06,-0.02,0.04,10.340333,39,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.91,0.05,9.24,0.05,0,0.03,10.340333,40,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.08,0.06,10.43,0.03,-0.05,0.03,10.340333,41,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-0.21,-0.01,10.6,0.03,-0.06,0.04,10.340333,42,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.32,0.63,10.09,0.05,-0.02,0.04,10.340333,43,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-1.22,-0.22,9.86,0.05,0.06,0.02,10.340333,44,7.617891,5.209148,1.41,07/06/2025 15:13:35:1.770885,smooth,AVERAGE
2,-0.45,0.41,11.13,0.04,-0.01,0.03,10.340333,45,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.74,0.65,8.78,0.02,-0.06,0.05,10.340333,46,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-0.35,-0.08,8.77,0.05,0,0.04,10.340333,47,7.617891,5.209148,1.41,07/06/2025 15:13:35:1.000214,smooth,AVERAGE
2,-0.37,0.31,9.5,0.04,-0.06,0.04,10.340333,48,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.25,0.32,9.8,0.05,0.07,0.02,10.340333,49,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,0.48,0.45,8.02,0.05,-0.09,0.05,10.340333,50,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-0.68,0.26,10.9,0.02,-0.06,0.02,10.340333,51,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.18,0.21,9.72,0.08,0.04,0.02,10.340333,52,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.27,0.31,10.46,0.01,-0.07,0.04,10.340333,53,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.67,0.91,11.23,0.02,-0.03,0.03,10.340333,54,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.13,0.2,10.48,0.01,-0.03,0.05,10.340333,55,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.13,0.02,9.01,0.02,-0.03,0.04,10.340333,56,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,0.41,0.67,9.69,0,-0.05,0.04,10.340333,57,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-1.43,0.35,10.4,0.01,0.05,0.02,10.340333,58,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.45,0.06,9.33,0.01,0.03,0.02,10.340333,59,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.09,-0.39,9.63,0,-0.07,0.04,10.340333,60,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.59,0.43,9.3,0.03,0,0.04,10.340333,61,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-1.05,0.36,11.45,0.01,-0.02,0.04,10.340333,62,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-1.26,0.47,10.21,-0.01,-0.05,0.04,10.340333,63,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.02,-0.11,9.54,0,-0.07,0.05,10.340333,64,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.48,-0.54,7.97,0.01,0,0.04,10.340333,65,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-0.56,0.07,9.43,0.01,-0.01,0.02,10.340333,66,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,0.43,0.08,9.38,0.01,-0.08,0.04,10.340333,67,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.27,0.45,9.48,0.01,-0.06,0.04,10.340333,68,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.84,-0.13,9.34,0.01,0.01,0.03,10.340333,69,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.4,0.4,10.56,0,-0.02,0.03,10.340333,70,7.617891,5.209148,1.41,07/06/2025 15:13:35:-0.000000,smooth,AVERAGE
2,-1.18,-0.35,10.11,0,-0.01,0.03,10.340333,71,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.46,0.16,10.3,-0.02,-0.09,0.04,10.340333,72,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-1.49,-0.52,9.52,0.03,0.01,0.03,10.340333,73,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,0.16,0.6,9.34,-0.01,-0.04,0.03,10.340333,74,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-1.33,-0.33,8.57,-0.04,-0.01,0.03,10.340333,75,7.617891,5.209148,1.41,07/06/2025 15:13:35:0.000000,smooth,AVERAGE
2,-0.11,-1.02,8.78,-0.01,-0.03,0.02,9.614966,76,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,-0.75,-0.42,8.15,0.05,0.01,0.02,9.614966,77,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,-0.69,-0.01,9.72,0.04,-0.01,0.02,9.614966,78,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.25,-0.03,9.77,0.04,0.03,0.02,9.614966,79,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-1.08,0.02,10.89,0.03,0.06,0.03,9.614966,80,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,0,-0.21,9.95,0,-0.05,0.05,9.614966,81,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.86,-0.11,10.51,-0.01,0,0.03,9.614966,82,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.31,-0.44,9.9,0.01,-0.05,0.04,9.614966,83,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,-0.34,0.05,10.81,0.02,0.01,0.02,9.614966,84,7.617909,5.209061,1.41,07/06/2025 15:13:36:1.770885,smooth,AVERAGE
2,-0.98,-0.68,9.02,0.02,-0.01,0.02,9.614966,85,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.27,0.49,9.88,0.04,-0.03,0.02,9.614966,86,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,-0.52,-0.25,10.3,0.03,0.02,0.01,9.614966,87,7.617909,5.209061,1.41,07/06/2025 15:13:36:1.770885,smooth,AVERAGE
2,-1.36,-0.54,8.53,0.04,0,0.02,9.614966,88,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.79,-0.32,10.29,0.02,-0.06,0.02,9.614966,89,7.617909,5.209061,1.41,07/06/2025 15:13:36:0.000000,smooth,AVERAGE
2,-0.78,-0.46,9.87,0.05,-0.04,0.02,9.614966,90,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
2,-1.38,-0.15,10.61,0.03,-0.01,0.02,9.614966,91,7.617909,5.209061,1.41,07/06/2025 15:13:36:-0.000000,smooth,AVERAGE
