id,batch_id,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,speed,latitude,longitude,accuracy,timestamp,log_interval,anomaly
5477,1,-0.09,-0.21,10.81,-0.11,-0.1,0.0,18.880112,7.546702,5.217164,0.74,01/26/2025 15:19:10:0.000000,14444,smooth
5478,1,-0.9,-0.19,10.96,-0.08,-0.04,0.0,18.880112,7.546702,5.217164,0.74,01/26/2025 15:19:10:0.000000,14448,smooth
5479,1,-0.94,-0.07,10.35,-0.06,0.01,0.01,18.880112,7.546702,5.217164,0.74,01/26/2025 15:19:10:-0.000000,14452,smooth
5480,2,-0.24,-0.63,10.27,-0.02,-0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,461,smooth
5481,2,-0.54,-0.55,10.01,-0.03,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,465,smooth
5482,2,-1.29,-0.28,10.86,-0.01,0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,470,smooth
5483,2,-0.85,-0.09,10.67,-0.01,-0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,475,smooth
5484,2,-0.51,-0.05,9.86,0.0,0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,479,smooth
5485,2,-0.28,0.03,9.24,0.01,-0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,483,smooth
5486,2,-0.12,0.02,8.94,0.01,-0.08,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,487,smooth
5487,2,-0.38,-0.27,8.49,0.0,0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,491,smooth
5488,2,-1.13,-0.37,9.55,0.0,0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,496,smooth
5489,2,-0.25,-0.45,9.35,0.0,0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,500,smooth
5490,2,0.22,-0.42,8.8,-0.02,0.07,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,504,smooth
5491,2,-0.91,-0.08,10.37,-0.03,0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,509,smooth
5492,2,-1.0,0.22,11.42,-0.05,0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,514,smooth
5493,2,-0.4,-0.1,11.33,-0.05,0.05,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,518,smooth
5494,2,-0.7,-0.14,11.47,-0.02,0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,522,smooth
5495,2,-1.19,-0.02,11.13,-0.01,-0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,527,smooth
5496,2,-0.55,0.25,10.25,0.03,0.0,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,531,smooth
5497,2,-0.44,0.21,10.51,0.01,0.05,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,535,smooth
5498,2,-0.57,0.51,11.24,0.01,0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,540,smooth
5499,2,-0.41,0.73,10.31,-0.02,-0.01,0.0,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,544,smooth
5500,2,-0.14,0.23,9.66,-0.04,-0.04,0.0,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,548,smooth
5501,2,-0.28,-0.08,9.84,-0.04,-0.03,0.0,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,553,smooth
5502,2,-0.7,0.23,10.47,-0.01,0.0,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,557,smooth
5503,2,-0.9,0.65,10.62,-0.02,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,561,smooth
5504,2,-0.45,0.48,9.9,-0.04,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,566,smooth
5505,2,-0.29,0.25,9.6,-0.03,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,570,smooth
5506,2,-0.59,0.31,10.57,-0.04,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,574,smooth
5507,2,-0.3,0.24,10.43,-0.04,0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,579,smooth
5508,2,-0.59,0.15,10.3,-0.05,0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,583,smooth
5509,2,-0.66,0.17,10.34,-0.04,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,587,smooth
5510,2,-0.27,0.3,9.88,-0.04,-0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,591,smooth
5511,2,-0.26,0.3,9.29,-0.03,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,595,smooth
5512,2,-0.71,0.0,9.55,-0.03,0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,600,smooth
5513,2,-1.08,-0.5,9.87,-0.05,0.04,0.0,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,604,smooth
5514,2,-0.63,-0.28,9.96,-0.03,0.05,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,608,smooth
5515,2,-0.15,-0.2,10.05,-0.04,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,613,smooth
5516,2,0.02,-0.18,10.33,-0.07,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,617,smooth
5517,2,-0.29,-0.11,10.45,-0.08,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,621,smooth
5518,2,-0.71,-0.28,10.76,-0.08,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,625,smooth
5519,2,-0.69,-0.38,11.22,-0.06,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,629,smooth
5520,2,-0.71,-0.29,11.13,-0.02,-0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,633,smooth
5521,2,-1.08,-0.08,11.19,0.01,0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,638,smooth
5522,2,-0.97,0.03,10.84,0.0,0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,642,smooth
5523,2,-0.47,-0.14,10.15,-0.01,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,646,smooth
5524,2,-0.71,-0.36,10.26,-0.02,-0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,650,smooth
5525,2,-0.49,-0.28,10.26,-0.01,-0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,654,smooth
5526,2,-0.3,0.21,10.26,0.0,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,659,smooth
5527,2,-0.68,0.4,10.21,-0.03,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,663,smooth
5528,2,-0.08,0.55,9.72,-0.04,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,667,smooth
5529,2,0.36,0.28,9.47,-0.05,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,671,smooth
5530,2,0.28,-0.08,10.31,-0.05,0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,675,smooth
5531,2,-0.3,-0.18,10.97,-0.06,0.0,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,679,smooth
5532,2,-0.63,-0.04,10.71,-0.04,-0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,684,smooth
5533,2,-0.49,-0.17,10.12,-0.03,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,688,smooth
5534,2,-0.14,-0.31,9.67,-0.01,-0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,692,smooth
5535,2,-0.63,-0.1,9.7,0.01,-0.04,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,697,smooth
5536,2,-1.27,-0.02,10.1,0.03,-0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,701,smooth
5537,2,-1.1,0.06,9.95,0.01,0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,705,smooth
5538,2,-0.5,0.03,9.29,-0.01,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,709,smooth
5539,2,-0.51,0.27,9.31,-0.04,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,713,smooth
5540,2,-0.24,0.51,9.61,-0.05,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,718,smooth
5541,2,-0.05,0.51,9.9,-0.06,0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,722,smooth
5542,2,-0.71,0.16,10.55,-0.09,0.0,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,727,smooth
5543,2,-0.88,0.12,11.47,-0.07,-0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,732,smooth
5544,2,-0.54,0.15,11.04,-0.04,0.0,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,736,smooth
5545,2,-0.67,-0.04,10.93,-0.01,0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,740,smooth
5546,2,-1.01,0.18,11.09,-0.01,-0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,745,smooth
5547,2,-0.97,0.15,10.91,0.0,-0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,749,smooth
5548,2,-0.58,-0.37,9.9,0.0,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,753,smooth
5549,2,-0.13,-0.35,9.14,0.01,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,757,smooth
5550,2,-0.25,0.09,8.68,0.02,-0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,761,smooth
5551,2,-0.38,0.22,8.99,-0.01,0.04,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,766,smooth
5552,2,-0.02,-0.06,10.05,-0.05,-0.01,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,770,smooth
5553,2,-0.24,-0.33,10.8,-0.07,-0.02,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,774,smooth
5554,2,0.04,-0.48,10.48,-0.04,-0.05,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,778,smooth
5555,2,0.44,-0.07,9.79,-0.01,-0.04,0.03,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,782,smooth
5556,2,0.27,0.13,8.62,-0.01,-0.04,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,786,smooth
5557,2,-1.36,0.49,10.67,-0.01,0.1,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:-0.000000,790,smooth
5558,2,-0.63,0.01,10.61,-0.04,0.04,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,794,smooth
5559,2,-0.34,-0.71,10.96,-0.02,-0.06,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,798,smooth
5560,2,-0.9,-1.09,11.17,0.0,-0.03,0.01,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,802,smooth
5561,2,-1.18,-0.95,10.22,0.01,-0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,806,smooth
5562,2,-1.02,-0.2,9.67,0.03,0.04,0.03,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,810,smooth
5563,2,-0.19,0.33,9.25,0.03,-0.02,0.03,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,814,smooth
5564,2,0.52,0.44,9.68,-0.01,-0.05,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,818,smooth
5565,2,0.53,0.44,9.72,-0.03,-0.03,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,823,smooth
5566,2,-0.11,0.31,9.93,-0.02,-0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,827,smooth
5567,2,-0.26,0.28,9.64,-0.02,-0.02,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,831,smooth
5568,2,-0.46,0.07,9.39,-0.02,-0.01,0.02,19.600332,7.546538,5.217223,0.74,01/26/2025 15:19:11:0.000000,835,smooth
5569,21,-3.69,0.04,12.45,-0.05,0.07,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4074,crack
5570,21,-1.83,-1.02,11.03,-0.04,0.25,0.13,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:-0.000000,4078,crack
5571,21,-1.55,-0.73,10.47,0.02,-0.03,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4082,crack
5572,21,-1.93,-0.21,10.84,0.02,-0.02,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4086,crack
5573,21,-1.39,0.19,10.04,-0.01,-0.07,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4091,crack
5574,21,-0.98,0.34,9.56,-0.05,-0.07,0.13,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4095,crack
5575,21,-0.28,-0.43,8.91,-0.08,0.04,0.13,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4099,crack
5576,21,-3.07,-0.7,13.74,-0.11,0.26,0.11,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4103,crack
5577,21,0.86,-0.63,9.62,0.03,-0.17,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4107,crack
5578,21,-3.63,-0.04,11.8,-0.03,0.07,0.13,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4112,crack
5579,21,-0.05,0.98,8.89,0.06,0.12,0.15,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4116,crack
5580,21,-1.9,0.19,9.13,-0.02,-0.22,0.13,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4120,crack
5581,21,-1.0,0.41,9.39,0.05,0.31,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:35:0.000000,4125,crack
5582,21,-1.06,-0.1,8.81,0.05,-0.07,0.14,9.455489,7.531707,5.220723,0.84,01/26/2025 15:20:36:0.000000,4129,crack
5583,21,-2.48,0.0,10.61,0.04,0.13,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4133,crack
5584,21,-0.56,0.7,10.52,0.01,0.04,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4137,crack
5585,21,0.22,1.31,9.21,-0.07,-0.15,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4141,crack
5586,21,0.4,1.72,8.8,-0.1,-0.17,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4146,crack
5587,21,1.31,0.66,7.98,-0.14,-0.13,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4150,crack
5588,21,0.8,-0.27,8.15,-0.1,0.12,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4154,crack
5589,21,-0.48,-1.1,10.94,-0.05,0.44,0.17,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4159,crack
5590,21,-1.9,-0.82,11.31,0.06,-0.41,0.17,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4163,crack
5591,21,-4.51,0.58,13.78,-0.04,0.12,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4167,crack
5592,21,0.06,0.15,8.09,0.05,-0.76,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4172,crack
5593,21,-2.02,0.32,9.28,-0.02,0.26,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4177,crack
5594,21,0.79,0.55,8.02,-0.02,0.1,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4181,crack
5595,21,-0.84,-0.07,8.68,-0.05,0.18,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4185,crack
5596,21,-1.53,0.61,10.48,-0.03,0.3,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4190,crack
5597,21,-1.21,0.38,10.87,-0.06,-0.12,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4194,crack
5598,21,-2.18,0.52,11.66,-0.06,0.07,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4198,crack
5599,21,0.06,0.08,8.49,0.01,-0.19,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4203,crack
5600,21,-3.04,-0.41,10.55,-0.04,0.05,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4208,crack
5601,21,-0.13,-0.99,8.01,0.02,0.11,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4212,crack
5602,21,-0.47,-0.26,10.38,0.02,0.06,0.17,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4216,crack
5603,21,-0.57,0.34,10.03,0.01,0.03,0.17,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4221,crack
5604,21,-1.34,1.19,9.59,-0.07,-0.05,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4226,crack
5605,21,-0.68,0.12,9.31,-0.12,0.04,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4230,crack
5606,21,0.78,-0.89,8.52,-0.07,0.11,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4234,crack
5607,21,-1.58,-0.47,11.35,-0.02,0.07,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4239,crack
5608,21,-3.97,0.62,13.08,-0.02,0.27,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4244,crack
5609,21,-2.11,-0.23,10.83,0.0,0.02,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4248,crack
5610,21,-1.77,-1.01,9.94,-0.03,-0.08,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4252,crack
5611,21,-1.0,-1.07,8.77,0.05,0.0,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4257,crack
5612,21,-1.33,-0.3,9.05,0.03,-0.07,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4261,crack
5613,21,-0.9,-0.03,8.38,0.04,0.01,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4265,crack
5614,21,-0.85,0.16,9.05,-0.05,0.02,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4270,crack
5615,21,-0.54,0.01,9.69,-0.06,0.24,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4274,crack
5616,21,-1.27,-0.05,10.73,-0.07,-0.28,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4278,crack
5617,21,-1.61,0.37,11.8,-0.03,0.3,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4282,crack
5618,21,0.62,0.58,10.33,-0.01,-0.07,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4286,crack
5619,21,-1.74,1.0,12.44,-0.01,0.02,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4290,crack
5620,21,-2.65,0.53,12.77,-0.02,0.09,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4295,crack
5621,21,-0.99,-0.35,11.31,0.04,-0.01,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4300,crack
5622,21,-0.24,-0.91,9.54,0.04,-0.11,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4304,crack
5623,21,-1.12,-0.28,8.37,0.06,-0.08,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4308,crack
5624,21,-0.31,-0.33,7.73,0.04,-0.05,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4313,crack
5625,21,-0.35,-0.62,7.84,-0.01,-0.01,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4317,crack
5626,21,-0.38,-0.36,6.69,-0.02,0.1,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4321,crack
5627,21,-0.74,0.09,7.94,-0.02,0.22,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4326,crack
5628,21,-3.82,-0.55,11.92,-0.07,-0.1,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4330,crack
5629,21,-1.1,0.4,10.37,0.03,0.28,0.16,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4334,crack
5630,21,-2.18,0.44,9.63,-0.01,-0.41,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4338,crack
5631,21,-0.4,0.61,8.84,-0.01,0.35,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4343,crack
5632,21,0.11,-0.6,8.51,-0.02,-0.08,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4347,crack
5633,21,-2.52,-0.92,11.82,-0.03,-0.03,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:-0.000000,4351,crack
5634,21,0.44,-0.17,10.24,-0.01,0.08,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4355,crack
5635,21,-0.68,-0.92,8.85,-0.06,-0.17,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4359,crack
5636,21,-3.53,-0.47,13.28,-0.05,0.4,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4363,crack
5637,21,-1.67,-1.49,10.93,-0.02,-0.43,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4368,crack
5638,21,-3.07,-0.75,12.51,0.02,0.28,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4372,crack
5639,21,0.2,-0.33,9.06,0.11,-0.01,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4376,crack
5640,21,-3.08,0.12,11.21,0.06,0.1,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4381,crack
5641,21,-1.11,-0.21,9.29,0.03,0.05,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4386,crack
5642,21,-0.14,-0.72,9.99,-0.02,0.01,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4390,crack
5643,21,0.56,-0.65,8.93,-0.02,-0.02,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4394,crack
5644,21,0.16,0.25,9.84,-0.05,-0.02,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4399,crack
5645,21,-1.92,-0.22,11.26,-0.1,0.09,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4404,crack
5646,21,-0.86,-0.74,11.93,-0.03,-0.02,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4408,crack
5647,21,0.17,-0.76,11.6,-0.01,-0.03,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4412,crack
5648,21,-0.1,0.27,10.72,0.03,0.02,0.1,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4417,crack
5649,21,-0.93,1.82,11.64,0.06,-0.05,0.1,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4422,crack
5650,21,-1.51,0.91,10.63,-0.01,-0.07,0.1,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4426,crack
5651,21,-0.34,-0.18,10.52,0.03,0.02,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4430,crack
5652,21,-0.3,-0.56,10.07,0.03,0.06,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4435,crack
5653,21,-2.96,-0.54,10.83,0.01,0.06,0.11,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4440,crack
5654,21,-2.16,0.04,10.27,0.06,-0.03,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4444,crack
5655,21,-1.1,-0.15,8.67,-0.02,-0.22,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4448,crack
5656,21,-0.57,0.07,8.1,0.06,-0.16,0.14,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4453,crack
5657,21,0.02,0.6,7.0,-0.03,-0.22,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4457,crack
5658,21,-0.23,-0.11,6.49,-0.02,0.09,0.18,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4461,crack
5659,21,0.12,-1.58,8.25,-0.03,0.26,0.17,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4465,crack
5660,21,-2.83,-1.58,12.75,-0.03,-0.34,0.15,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4470,crack
5661,21,-1.59,1.1,11.57,-0.02,0.44,0.13,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4474,crack
5662,21,-1.88,1.07,12.82,-0.06,0.17,0.12,8.478045,7.531634,5.220751,0.84,01/26/2025 15:20:36:0.000000,4478,crack
